ADDR_1,ADDR_2,ADDR_3,SDL_ID,SOL_ID,TS_CNT,BANK_ID,BR_CODE,DEL_FLG,DP_CODE,FAB_FLG,MRS_NAME,PIN_CODE,SOL_DESC,WKLY_OFF,BANK_CODE,CITY_CODE,LCHG_TIME,MINOR_AGE,RCRE_TIME,SOL_ALIAS,TIME_ZONE,WKLY_OFF2,CNTRY_CODE,LICENSE_NO,PAN_GIR_NO,STATE_CODE,ENTITY_NAME,REGION_NAME,SOL_CLS_FLG,SOL_NAT_FLG,ABBR_BR_NAME,BOD_SYS_DATE,BR_OPEN_DATE,BR_STAT_CODE,CS_SOL_MESG1,CS_SOL_MESG2,DB_STAT_CODE,EXTERNAL_SOL,LCHG_USER_ID,RCRE_USER_ID,SOL_BOD_DATE,SOL_CLS_DATE,SOL_PRIORITY,ALT1_SOL_DESC,CUT_OVER_TIME,DIVISION_NAME,PROFIT_CENTER,TR_ENABLE_FLG,ABBR_BANK_NAME,ATM_JOB_STATUS,BR_FREE_CODE_1,BR_FREE_CODE_2,BR_FREE_CODE_3,BR_FREE_CODE_4,BR_FREE_CODE_5,BR_FREE_CODE_6,BR_FREE_CODE_7,BR_FREE_CODE_8,BR_FREE_CODE_9,CLG_CENTRE_NUM,DDN_WARN_LEVEL,EXTN_CNTR_CODE,HIGH_VALUE_SOL,MICR_BANK_CODE,PREF_LANG_CODE,SOL_EOD_STATUS,BATCH_OPER_DATE,BR_FREE_CODE_10,CTS_ENABLED_FLG,DB_STAT_USER_ID,HOME_CRNCY_CODE,LOCAL_IMAGE_FLG,MICR_CENTRE_FLG,PARTITION_ALIAS,REFERRAL_SET_ID,STOP_CLG_FT_FLG,TDS_CIRCLE_NAME,TREA_FREE_TEXT1,TREA_FREE_TEXT2,UNIFORM_BR_CODE,DB_INT_STAT_CODE,MENU_DISABLE_FLG,MICR_BRANCH_CODE,MICR_CENTRE_CODE,STOP_CASH_FT_FLG,STOP_XFER_FT_FLG,TAX_DEDN_DETAILS,BRANCH_IP_ADDRESS,CS_SOL_NATL_MESG1,CS_SOL_NATL_MESG2,DESTRY_INVT_CLASS,LAST_SI_EXEC_DATE,TDS_CERT_NUM_CODE,TYPE_OF_CASH_ACCT,CIRCLE_OFFICE_NAME,NEXT_CUST_NUM_CODE,PDC_INSTL_RUN_DATE,PREF_LANG_SOL_DESC,TR_HOME_CRNCY_CODE,BRANCH_REF_PORT_NUM,REROUTE_STP_ALLOWED,DATE_OF_INSTALLATION,DESTRY_INVT_LOCATION,FC_VAULT_LIMIT_IN_HC,HC_VAULT_LIMIT_IN_HC,NUM_OF_TIMES_IBR_GEN,OSP_MAX_OUT_STD_DAYS,INSTRMNT_WISE_REG_ALWD,RECEIVE_ALL_IMAGES_FLG,SOL_RESTARTABILITY_FLG,SAME_DAY_REV_TO_IBR_FLG,CONSOL_VAULT_LIMIT_IN_HC,DDN_WARN_LEVEL_EXCP_CODE,VALUE_DATING_ON_HOLIDAYS,INSTRMNT_ENCODE_BATCH_NUM,INSTRMNT_ENCODE_BLOCK_NUM,LAST_INT_CALC_DATE_FOR_SB,USER_CLG_DR_LIM_EXCP_CODE,EXT_EOD_NOT_COMP_EXCP_CODE,USER_CASH_DR_LIM_EXCP_CODE,USER_XFER_DR_LIM_EXCP_CODE,PROXY_NOT_SQUARED_EXCP_CODE,PROXY_PEND_VERIFN_EXCP_CODE,ALL_EXT_TRANS_PROC_EXCP_CODE,updated_at
SAMAKHUSHI  BRANCH,,,ALL,17,64485,1,17,N,,N,,,SAMAKHUSHI BRANCH,7,BOAN,KATHM,2024-08-23T20:52:38,18,2009-05-13T12:32:45,17,NPT,0,,,,BAGMA,,,Y,C,SMK,2018-11-06T06:53:51,2009-05-25T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,17,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,2011-08-12T00:00:00.000000,,,0, ,2009-05-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
CHIPLE DHUNGA,,,ALL,16,94270,1,16,N,,N,,,POKHARA BRANCH,7,BOAN,POKHA,2024-08-23T20:52:38,18,2009-05-13T12:16:18,16,NPT,0,,,,GANDA,,,Y,C,PKR,2018-11-06T06:53:51,2009-05-25T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,16,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-05-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
TRAFFIC CHOWK,,,ALL,15,49480,1,15,N,,N,,,BUTWAL BRANCH,7,BOAN,BUTWA,2024-08-23T20:52:38,18,2009-05-13T12:16:18,15,NPT,0,,,,LUMBI,,,Y,C,BTW,2018-11-06T06:53:51,2009-05-25T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,15,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-05-13T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NEW ROAD BRANCH,KATHMANDU,,ALL,06,92174,1,06,N,,N,,,NEW ROAD BRANCH,7,BOAN,KATHM,2024-08-23T20:52:38,18,2008-08-19T17:36:19,6,NPT,0,,,,BAGMA,,,Y,C,NR,2018-11-06T06:53:51,2008-08-19T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,06,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-08-19T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
ILAM BRANCH,,,ALL,05,84851,1,05,N,,N,,,ILAM BRANCH,7,BOAN,ILAM,2024-08-23T20:52:38,18,2008-06-04T17:18:14,5,NPT,0,,,,MECHI,,,Y,C,ILM,2018-11-06T06:53:51,2008-06-04T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,RAJESHKM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,05,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-06-04T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
ITAHARI,,,ALL,04,26850,1,04,N,,N,,,ITAHARI BRANCH,7,BOAN,ITAHA,2024-08-23T20:52:38,18,2008-06-01T10:54:57,4,NPT,0,,,,KOSHI,,,Y,C,ITA,2018-11-06T06:53:51,2008-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,ISHWORI,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,04,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-06-01T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
JAWALAKHEL,,,ALL,03,81886,1,03,N,,N,,,JAWALAKHEL BRANCH,7,BOAN,LALIT,2024-08-23T20:52:38,18,2008-05-25T11:17:37,3,NPT,0,,,,BAGMA,,,Y,C,JAW,2018-11-06T06:53:51,2008-05-25T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,ISHWORI,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,03,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-05-25T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KAUSALTAR,,,ALL,21,68171,1,21,N,,N,,,KAUSALTAR BRANCH,7,BOAN,BHAKT,2024-08-23T20:52:38,18,2009-06-10T17:46:45,21,NPT,0,,,,BAGMA,,,Y,C,KST,2018-11-06T06:53:51,2009-07-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,21,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-06-10T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NARAYANGARH,,,ALL,14,33050,1,14,N,,N,,,NARAYANGARH BRANCH,7,BOAN,BHARA,2024-08-23T20:52:38,18,2009-05-03T13:54:39,14,NPT,0,,,,NARAY,,,Y,C,NRG,2018-11-06T06:53:51,2009-05-03T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,14,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-05-03T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GL3,,UL3,LU3,,,,2024-08-29 05:00:52.345
MAHARAJGUJN,KATHMANDU,,ALL,13,49242,1,13,N,,N,,,MAHARAJGUNJ BRANCH,7,BOAN,KATHM,2024-08-23T20:52:38,18,2009-05-03T13:42:49,13,NPT,0,,,,BAGMA,,,Y,C,MHJ,2018-11-06T06:53:51,2009-05-03T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,13,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-05-03T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BHAKTAPUR,,,ALL,12,72088,1,12,N,,N,,,BODE BRANCH,7,BOAN,BHAKT,2024-08-23T20:52:38,18,2009-03-02T12:46:45,12,NPT,0,,,,BAGMA,,,Y,C,BOD,2018-11-06T06:53:51,2009-03-02T00:00:00.000000, ,GROWING TOGETHER,,Y,N,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,,N,N,BOA,,,,,,,,,,,BOA,0,0,N,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,12,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-03-02T00:00:00.000000,,0,0,0,0,N,N,N,N,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
CHHETRAPATI BRANCH,,,ALL,11,94733,1,11,N,,N,,,CHHETRAPATI BRANCH,7,BOAN,KATHM,2024-08-23T20:52:38,18,2008-11-19T16:02:22,11,NPT,0,,,,BAGMA,,,Y,C,CHP,2018-11-06T06:53:51,2009-01-19T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,11,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2009-01-16T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KALANKI BRANCH,,,ALL,10,60918,1,10,N,,N,,,KALANKI BRANCH,7,BOAN,KATHM,2024-08-23T20:52:38,18,2008-09-21T11:16:53,10,NPT,0,,,,BAGMA,,,Y,C,KLN,2018-11-06T06:53:51,2008-09-21T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,10,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-09-21T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BIRTAMOD,,,ALL,09,36294,1,09,N,,N,,,BIRTAMOD BRANCH,7,BOAN,BIRTA,2024-08-23T20:52:38,18,2008-09-21T11:08:27,9,NPT,0,,,,MECHI,,,Y,C,BRM,2018-11-06T06:53:51,2008-09-21T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,09,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-09-21T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BHAKTAPUR BRANCH,,,ALL,08,51747,1,08,N,,N,,,BHAKTAPUR BRANCH,7,BOAN,BHAKT,2024-08-23T20:52:38,18,2008-09-08T11:31:03,8,NPT,0,,,,BAGMA,,,Y,C,BHK,2018-11-06T06:53:51,2008-09-08T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,08,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-09-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
BANEPA,,,ALL,07,70474,1,07,N,,N,,,BANEPA BRANCH,7,BOAN,BANEP,2024-08-23T20:52:38,18,2008-09-08T11:31:03,7,NPT,0,,,,BAGMA,,,Y,C,BAN,2018-11-06T06:53:51,2008-09-08T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,07,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2008-09-08T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
THAPATHALI,,,ALL,54,58732,1,54,N,,N,,,CORPORATE OFFICE BRANCH,7,BOAN,KATHM,2024-08-23T20:52:43,18,2013-06-26T16:09:56,54,NPT,0,,,,BAGMA,,,Y,C,COR,2018-11-06T06:53:51,2013-06-26T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,54,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-26T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
"KMC#6, SARASWOTI",KATHMANDU,,ALL,60,85971,1,60,N,,N,,,KAPAN BRANCH,7,BOAN,KATHM,2024-08-23T20:52:52,18,2014-05-30T14:58:56,60,NPT,0,,,,BAGMA,,,Y,C,KPN,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,N,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,60,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
KALAIYA MUNICIPALITY#7,"HAJARI MARKET, BARA",,ALL,58,75923,1,58,N,,N,,,KALAIYA BRANCH,7,BOAN,KALAI,2024-08-23T20:52:52,18,2014-05-30T14:53:11,58,NPT,0,,,,NARAY,,,Y,C,KLY,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,N,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,58,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
VYASH MUNICIPALITY#10,"MAHARSI CHOWK, DAMAULI",,ALL,57,15179,1,57,N,,N,,,DAMAULI BRANCH,7,BOAN,DAMAU,2024-08-23T20:52:52,18,2014-05-30T14:49:35,57,NPT,0,,,,GANDA,,,Y,C,DML,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,57,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
"INDRAPUR VDC#3,","BIRATCHOWK, MORANG",,ALL,56,39764,1,56,N,,N,,,BIRATCHOWK BRANCH,7,BOAN,BIRAC,2024-08-23T20:52:52,18,2014-05-30T14:45:24,56,NPT,0,,,,KOSHI,,,Y,C,BRC,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,56,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
"KMC#16, BALAJU CHOWK",KATHMANDU,,ALL,55,88213,1,55,N,,N,,,BALAJU BRANCH,7,BOAN,KATHM,2024-08-23T20:52:52,18,2014-05-30T14:41:17,55,NPT,0,,,,BAGMA,,,Y,C,BLJ,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,55,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
"KOHALPUR VDC#3, BANKE",,,ALL,59,40423,1,59,N,,N,,,KOHALPUR BRANCH,7,BOAN,KOHAL,2024-08-23T20:52:52,18,2014-05-30T14:55:55,59,NPT,0,,,,BHERI,,,Y,C,KHP,2018-11-06T06:53:51,2014-06-01T00:00:00.000000, ,GROWING TOGETHER,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,N,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,59,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2014-05-30T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
JANAKPUR BRANCH,,,ALL,31,42623,1,31,N,,N,,,JANAKPUR BRANCH,7,BOAN,JANAK,2024-08-23T20:52:52,18,2013-06-06T16:28:47,31,NPT,0,,,,JANAK,,,Y,C,JNK,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,31,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NUWAKOT,,,ALL,53,50201,1,53,N,,N,,,PANCHAKANYA BRANCH,7,BOAN,NUWAK,2024-08-23T20:52:52,18,2013-06-06T17:11:41,53,NPT,0,NP,,,BAGMA,,,Y,C,PAN,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,BANK PANI SAATHI PANI,,Y,N,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,,N,N,BOA,,,,,,,,,,,BOA,0,0,N,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,53,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N,N,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
SIRAHA,,,ALL,52,30083,1,52,N,,N,,,SIRAHA BRANCH,7,BOAN,SIRAH,2024-08-23T20:52:52,18,2013-06-06T17:08:20,52,NPT,0,,,,SAGAR,,,Y,C,SIR,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,52,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
LAMAHI,,,ALL,51,14276,1,51,N,,N,,,LAMAHI BRANCH,7,BOAN,LAMAH,2024-08-23T20:52:52,18,2013-06-06T17:06:46,51,NPT,0,,,,RAPTI,,,Y,C,LAM,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,51,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
ARGHAKHANCHI,,,ALL,50,6215,1,50,N,,N,,,ARGHAKHANCHI BRANCH,7,BOAN,ARGHA,2024-08-23T20:52:52,18,2013-06-06T17:05:31,50,NPT,0,,,,LUMBI,,,Y,C,ARG,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,50,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
NEW BANESWOR,,,ALL,49,56842,1,49,N,,N,,,NEW BANESWOR BRANCH,7,BOAN,KATHM,2024-08-23T20:52:52,18,2013-06-06T17:03:34,49,NPT,0,,,,BAGMA,,,Y,C,BAN,2018-11-06T06:53:51,2013-06-06T00:00:00.000000, ,,,Y, ,FINADMIN,FINADM,2024-08-24T00:00:00.000000,2024-08-23T00:00:00.000000,0,,1900-01-01T00:00:00.000000,, ,N,BOA,,,,,,,,,,,BOA,0,0, ,,,N,2018-11-06T00:00:00.000000,,N,,NPR,N,N,49,,C,,,,,,N,,, , ,,,,,,,TDS,T,,BOACI,,,,0, ,2013-06-06T00:00:00.000000,,0,0,0,0,N,N,N, ,0,,N,0,0,2024-08-23T00:00:00.000000,GU3,,UL3,LU3,,,,2024-08-29 05:00:52.345
